Entry,Entry name,Status,Protein names,Cross-reference (DrugBank),Annotation
Q9UIU6,SIX4_HUMAN,reviewed,Homeobox protein SIX4 (Sine oculis homeobox homolog 4),,5 out of 5
Q13190,STX5_HUMAN,reviewed,Syntaxin-5,,5 out of 5
Q15526,SURF1_HUMAN,reviewed,Surfeit locus protein 1,,5 out of 5
O15269,SPTC1_HUMAN,reviewed,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),DB00114;DB00133;,5 out of 5
Q9Y345,SC6A5_HUMAN,reviewed,Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5),DB00145;,5 out of 5
A3KN83,SBNO1_HUMAN,reviewed,Protein strawberry notch homolog 1 (Monocyte protein 3) (MOP-3),,4 out of 5
O75410,TACC1_HUMAN,reviewed,Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1),,5 out of 5
O95359,TACC2_HUMAN,reviewed,Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1),,5 out of 5
P37173,TGFR2_HUMAN,reviewed,TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II),DB10770;DB10772;DB12010;,5 out of 5
Q15424,SAFB1_HUMAN,reviewed,Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein),,5 out of 5
Q8IVG5,SAM9L_HUMAN,reviewed,Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like),,5 out of 5
Q14160,SCRIB_HUMAN,reviewed,Protein scribble homolog (Scribble) (hScrib) (Protein LAP4),,5 out of 5
Q8TAP9,MPLKI_HUMAN,reviewed,M-phase-specific PLK1-interacting protein (TTD non-photosensitive 1 protein),,5 out of 5
Q15746,MYLK_HUMAN,reviewed,"Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]",DB12010;,5 out of 5
O43900,PRIC3_HUMAN,reviewed,Prickle planar cell polarity protein 3 (LIM domain only protein 6) (LMO-6) (Prickle-like protein 3) (Pk3) (Triple LIM domain protein 6),,5 out of 5
Q9BXB4,OSB11_HUMAN,reviewed,Oxysterol-binding protein-related protein 11 (ORP-11) (OSBP-related protein 11),,5 out of 5
Q8IV76,PASD1_HUMAN,reviewed,Circadian clock protein PASD1 (Cancer/testis antigen 63) (CT63) (OX-TES-1) (PAS domain-containing protein 1),,5 out of 5
Q06416,P5F1B_HUMAN,reviewed,"Putative POU domain, class 5, transcription factor 1B (Oct4-pg1) (Octamer-binding protein 3-like) (Octamer-binding transcription factor 3-like)",,5 out of 5
Q53EL6,PDCD4_HUMAN,reviewed,Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a),,5 out of 5
P47712,PA24A_HUMAN,reviewed,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)],DB00041;DB00411;DB00578;DB06311;DB00445;DB13867;DB00588;DB05029;DB04552;DB01083;DB00721;DB01103;DB00086;DB04786;DB04827;,5 out of 5
Q96NY8,NECT4_HUMAN,reviewed,Nectin-4 (Ig superfamily receptor LNIR) (Nectin cell adhesion molecule 4) (Poliovirus receptor-related protein 4) [Cleaved into: Processed poliovirus receptor-related protein 4],DB13007;,5 out of 5
Q9UGF7,O12D3_HUMAN,reviewed,Olfactory receptor 12D3 (Hs6M1-27) (Olfactory receptor OR6-27),,4 out of 5
Q99575,POP1_HUMAN,reviewed,Ribonucleases P/MRP protein subunit POP1 (hPOP1) (EC 3.1.26.5),,5 out of 5
P42336,PK3CA_HUMAN,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide 3-kinase alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)",DB12015;DB00171;DB00201;DB12483;DB11772;DB08059;DB05241;,5 out of 5
Q8WY54,PPM1E_HUMAN,reviewed,Protein phosphatase 1E (EC 3.1.3.16) (Ca(2+)/calmodulin-dependent protein kinase phosphatase N) (CaMKP-N) (CaMKP-nucleus) (CaMKN) (Partner of PIX 1) (Partner of PIX-alpha) (Partner of PIXA),,5 out of 5
Q96S79,RSLAB_HUMAN,reviewed,Ras-like protein family member 10B (EC 3.6.5.2) (Ras-like protein VTS58635) (Ras-related protein 17) (RRP17),,4 out of 5
Q8WXH0,SYNE2_HUMAN,reviewed,Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2),,5 out of 5
Q9BQG1,SYT3_HUMAN,reviewed,Synaptotagmin-3 (Synaptotagmin III) (SytIII),,5 out of 5
Q15569,TESK1_HUMAN,reviewed,Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1),DB12010;,5 out of 5
Q9P283,SEM5B_HUMAN,reviewed,Semaphorin-5B,,5 out of 5
Q76G19,PDZD4_HUMAN,reviewed,PDZ domain-containing protein 4 (PDZ domain-containing RING finger protein 4-like protein),,3 out of 5
Q9NZC9,SMAL1_HUMAN,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (hHARP) (Sucrose nonfermenting protein 2-like 1),,5 out of 5
Q86Y82,STX12_HUMAN,reviewed,Syntaxin-12,,5 out of 5
Q9Y365,STA10_HUMAN,reviewed,START domain-containing protein 10 (StARD10) (Antigen NY-CO-28) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28) (StAR-related lipid transfer protein 10),,5 out of 5
Q9Y3F4,STRAP_HUMAN,reviewed,Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD),,5 out of 5
Q13501,SQSTM_HUMAN,reviewed,Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62),,5 out of 5
A0A5B8ZRU2,A0A5B8ZRU2_HPV18,unreviewed,Major capsid protein L1 (Fragment),,1 out of 5
W8E1B1,W8E1B1_HHV8,unreviewed,Putative minor capsid protein (Fragment),,1 out of 5
F1BCA1,F1BCA1_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
A0A411MQZ3,A0A411MQZ3_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
A0A411MQX5,A0A411MQX5_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
W8E5T5,W8E5T5_HHV2,unreviewed,DNA polymerase (Fragment),,1 out of 5
A0A411MQW7,A0A411MQW7_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC92,F1BC92_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC98,F1BC98_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC95,F1BC95_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BCA0,F1BCA0_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC91,F1BC91_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC90,F1BC90_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC94,F1BC94_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
A0A411MR43,A0A411MR43_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC99,F1BC99_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
A0A411MRB9,A0A411MRB9_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC97,F1BC97_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BCA3,F1BCA3_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BCA4,F1BCA4_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BCA2,F1BCA2_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
F1BC93,F1BC93_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
W8E2M4,W8E2M4_HHV2,unreviewed,DNA polymerase (Fragment),,1 out of 5
F1BC96,F1BC96_9PAPI,unreviewed,Major capsid protein L1 (Fragment),,1 out of 5
A0A5B8ZRT2,A0A5B8ZRT2_HPV18,unreviewed,Major capsid protein L1 (Fragment),,2 out of 5
W8E2M2,W8E2M2_HHV8,unreviewed,Putative minor capsid protein (Fragment),,1 out of 5
A0A1S2YB14,A0A1S2YB14_CICAR,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B-like,,1 out of 5
B5YME7,B5YME7_THAPS,unreviewed,Breast cancer 2 early onset (Fragment),,1 out of 5
A0A6J1D087,A0A6J1D087_MOMCH,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog isoform X2,,1 out of 5
A0A0W8CDZ2,A0A0W8CDZ2_PHYNI,unreviewed,BREAST CANCER SUSCEPTIBILITY 1 protein,,1 out of 5
A0A699GXZ3,A0A699GXZ3_TANCI,unreviewed,Protein breast cancer susceptibility 2 homolog B-like,,1 out of 5
K8FCY3,K8FCY3_9CHLO,unreviewed,"Breast cancer 1, early onset (ISS)",,1 out of 5
A0A6J1DYC6,A0A6J1DYC6_MOMCH,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B-like isoform X2,,1 out of 5
K8ECW0,K8ECW0_9CHLO,unreviewed,"Transporter, ABC superfamily (Breast cancer resistance protein) (ISS)",,1 out of 5
A0A087S9V5,A0A087S9V5_AUXPR,unreviewed,BREAST CANCER SUSCEPTIBILITY 1-like protein,,1 out of 5
A0A6J0KIZ6,A0A6J0KIZ6_RAPSA,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog,,1 out of 5
A0A6J0KQK0,A0A6J0KQK0_RAPSA,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog,,1 out of 5
A0A6J1E231,A0A6J1E231_MOMCH,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B-like isoform X1,,1 out of 5
A0A0W8C8A6,A0A0W8C8A6_PHYNI,unreviewed,BREAST CANCER SUSCEPTIBILITY 1 protein,,1 out of 5
A0A087SDQ9,A0A087SDQ9_AUXPR,unreviewed,Breast cancer type 2 susceptibility protein-like protein,,1 out of 5
A0A3Q7Y7S3,A0A3Q7Y7S3_CICAR,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog,,1 out of 5
A0A6J1D028,A0A6J1D028_MOMCH,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog isoform X1,,1 out of 5
A0A090M6R3,A0A090M6R3_OSTTA,unreviewed,Breast cancer type 1 susceptibility protein (BRCA1),,2 out of 5
A0A830BZ76,A0A830BZ76_9LAMI,unreviewed,Protein breast cancer susceptibility 2 homolog b,,1 out of 5
A0A830H864,A0A830H864_9CHLO,unreviewed,"Breast cancer 1, early onset",,1 out of 5
A0A7J0FDW3,A0A7J0FDW3_9ERIC,unreviewed,Breast cancer susceptibility1,,1 out of 5
A0A833R5B6,A0A833R5B6_9POAL,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 B-like protein,,1 out of 5
A0A833VL75,A0A833VL75_9POAL,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 1,,1 out of 5
A0A1D6J341,A0A1D6J341_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
B9SL09,B9SL09_RICCO,unreviewed,"Breast cancer type 2 susceptibility protein brca2, putative",,1 out of 5
A0A1D6J353,A0A1D6J353_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A2U1QF72,A0A2U1QF72_ARTAN,unreviewed,Breast cancer susceptibility1,,1 out of 5
A0A1D6J349,A0A1D6J349_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A1D6M7Z6,A0A1D6M7Z6_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 1-like protein,,2 out of 5
A0A6P3Z1Z1,A0A6P3Z1Z1_ZIZJJ,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog,,1 out of 5
A0A1D6J352,A0A1D6J352_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A6P6GKW0,A0A6P6GKW0_ZIZJJ,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B-like isoform X2,,1 out of 5
A0A2U1MF96,A0A2U1MF96_ARTAN,unreviewed,Breast cancer susceptibility1,,1 out of 5
A0A1D6J342,A0A1D6J342_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A1D6J336,A0A1D6J336_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A1D6J365,A0A1D6J365_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A1D6J344,A0A1D6J344_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A1D6J358,A0A1D6J358_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A3L6EAW6,A0A3L6EAW6_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 1,,1 out of 5
A0A1D6J364,A0A1D6J364_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A1D6J360,A0A1D6J360_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A1D6J346,A0A1D6J346_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
A0A6J1IUG7,A0A6J1IUG7_CUCMA,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog isoform X1,,1 out of 5
A0A6A4NJB6,A0A6A4NJB6_LUPAL,unreviewed,Putative breast cancer type 2 susceptibility protein,,1 out of 5
A0A6J0PJS9,A0A6J0PJS9_ELAGV,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog isoform X1,,1 out of 5
A0A833VCP6,A0A833VCP6_9POAL,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 1,,1 out of 5
A0A1U7WFZ4,A0A1U7WFZ4_NICSY,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B-like isoform X1,,1 out of 5
A0A1U7XAM4,A0A1U7XAM4_NICSY,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B-like isoform X1,,1 out of 5
A0A1U7XC39,A0A1U7XC39_NICSY,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog,,1 out of 5
M8ANY7,M8ANY7_TRIUA,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 1-like protein,,1 out of 5
A0A218VVA5,A0A218VVA5_PUNGR,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog,,1 out of 5
A0A6P6SIV7,A0A6P6SIV7_COFAR,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B-like,,1 out of 5
A0A1U8B4S8,A0A1U8B4S8_NELNU,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 1 homolog,,2 out of 5
A0A1D6J339,A0A1D6J339_MAIZE,unreviewed,Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B,,1 out of 5
B4FPI8,B4FPI8_MAIZE,unreviewed,Serologically defined breast cancer antigen NY-BR-84,,1 out of 5
B4G186,B4G186_MAIZE,unreviewed,Endoplasmic reticulum vesicle transporter protein (Serologically defined breast cancer antigen NY-BR-84),,1 out of 5
A0A6J1AQ35,A0A6J1AQ35_9ROSI,unreviewed,protein BREAST CANCER SUSCEPTIBILITY 2 homolog B isoform X1,,1 out of 5
M7YKP4,M7YKP4_TRIUA,unreviewed,Breast cancer type 2 susceptibility protein-like protein,,1 out of 5
Q10CF7,Q10CF7_ORYSJ,unreviewed,"Os03g0784400 protein (Serologically defined breast cancer antigen NY-BR-84, putative, expressed) (cDNA clone:J033130D12, full insert sequence)",,1 out of 5
B4FKC8,B4FKC8_MAIZE,unreviewed,Endoplasmic reticulum vesicle transporter protein (Serologically defined breast cancer antigen NY-BR-84),,1 out of 5
A0A072THI9,A0A072THI9_MEDTR,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A0F7CUI0,A0A0F7CUI0_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P5JAZ1,A0A6P5JAZ1_PHACI,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6P6IUU7,A0A6P6IUU7_PUMCO,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X2,,1 out of 5
A0A6C0WY96,A0A6C0WY96_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
C0K296,C0K296_CANLF,unreviewed,p21/Cip1 cyclin-dependent kinase inhibitor (Fragment),,1 out of 5
K4PM64,K4PM64_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A0F7GGD2,A0A0F7GGD2_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
B5SRL8,B5SRL8_CROFU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P5IAL1,A0A6P5IAL1_PHACI,unreviewed,LOW QUALITY PROTEIN: breast cancer anti-estrogen resistance protein 1,,1 out of 5
A0A075W3P5,A0A075W3P5_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
C1IZM7,C1IZM7_MARRU,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
B5SRC8,B5SRC8_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
G1SKM1,G1SKM1_RABIT,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,5 out of 5
A0A141NXE6,A0A141NXE6_9META,unreviewed,Breast cancer activating 1 protein (Fragment),,1 out of 5
B5SRJ8,B5SRJ8_CROFU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6J3EYN4,A0A6J3EYN4_SAPAP,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X1,,1 out of 5
A0A6J3HZI0,A0A6J3HZI0_SAPAP,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6J3J625,A0A6J3J625_SAPAP,unreviewed,breast cancer type 2 susceptibility protein isoform X1,,1 out of 5
A0A0K0MVL5,A0A0K0MVL5_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A141NXE3,A0A141NXE3_9META,unreviewed,Breast cancer activating 1 protein (Fragment),,1 out of 5
A0A075W4M7,A0A075W4M7_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
B5SRB0,B5SRB0_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A075W241,A0A075W241_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A6C0WXC9,A0A6C0WXC9_CROSU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P5JEI3,A0A6P5JEI3_PHACI,unreviewed,breast cancer metastasis-suppressor 1-like protein,,1 out of 5
B5SRI0,B5SRI0_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P6HLR8,A0A6P6HLR8_PUMCO,unreviewed,breast cancer anti-estrogen resistance protein 1,,1 out of 5
A0A6C0WXD1,A0A6C0WXD1_CROSH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A0F7GH41,A0A0F7GH41_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A7E6EFP3,A0A7E6EFP3_9CHIR,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
K4PLY9,K4PLY9_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
B6RQ95,B6RQ95_CROSU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
C1IZQ0,C1IZQ0_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
D8LAH2,D8LAH2_TRACI,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,2 out of 5
G7PTX7,G7PTX7_MACFA,unreviewed,Breast cancer-overexpressed gene 1 protein (Fragment),,1 out of 5
A0A075W2C2,A0A075W2C2_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A6P6HCJ9,A0A6P6HCJ9_PUMCO,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A1L5JK50,A0A1L5JK50_CANLF,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A6J2LXZ0,A0A6J2LXZ0_9CHIR,unreviewed,breast cancer metastasis-suppressor 1 isoform X2,,1 out of 5
K4PPE5,K4PPE5_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
K4PPJ5,K4PPJ5_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A075W4P1,A0A075W4P1_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A7D5NHH8,A0A7D5NHH8_MICDE,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A6P5LAV6,A0A6P5LAV6_PHACI,unreviewed,LOW QUALITY PROTEIN: breast cancer type 2 susceptibility protein,,1 out of 5
A0A3G7IQD9,A0A3G7IQD9_SORMO,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
G3F3Z0,G3F3Z0_SORAC,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
K4PP94,K4PP94_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A3G7IQN2,A0A3G7IQN2_SORAC,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
B6RQ92,B6RQ92_CROSU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P6HI33,A0A6P6HI33_PUMCO,unreviewed,breast cancer metastasis-suppressor 1-like protein,,1 out of 5
U5TZY0,U5TZY0_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
U5TWS2,U5TWS2_CROBR,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
D9DA40,D9DA40_SORNI,unreviewed,Breast cancer 1 protein (Fragment),,1 out of 5
B5SRH5,B5SRH5_CROFU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
U5TWZ9,U5TWZ9_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
D8LAF5,D8LAF5_EROSE,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,1 out of 5
B6RQ89,B6RQ89_CROSU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
B5SRE8,B5SRE8_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A1B3LGT8,A0A1B3LGT8_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A1Q1NMZ9,A0A1Q1NMZ9_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A075W3N2,A0A075W3N2_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A060GPF5,A0A060GPF5_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A6P6H668,A0A6P6H668_PUMCO,unreviewed,breast cancer metastasis-suppressor 1 isoform X1,,1 out of 5
A0A6C0WY57,A0A6C0WY57_CROSU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A384DJR3,A0A384DJR3_URSMA,unreviewed,breast cancer metastasis-suppressor 1,,1 out of 5
I3XIY1,I3XIY1_SORJA,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A7E6EEV4,A0A7E6EEV4_9CHIR,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
